Date,Country,Area,Activity,Injury,Fatal,Species
1962-01-14,Australia,New South Wales,Surfing,Dorsum of foot lacerated & toe severed,N,Whaler Shark
1962-01-14,Australia,New South Wales,Spearfishing,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,Nurse Shark
1962-01-14,Usa,California,Spearfishing / Scuba diving (at surface),Buttock bitten & major leg wound,N,White Shark
1962-01-15,New Zealand,North Island,Spearfishing,Shark struck him on shoulder injuring skin under suit,N,
1962-01-16,New Zealand,South Island,Fishing,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,Red Shark
1962-01-18,South Africa,Kwazulu-Natal,"Fishing, slipped on rocks & fell into sea",Possible drowning / post mortem scavenging by Zambesi shark,,
1962-01-21,Australia,New South Wales,Spearfishing,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,Whaler Shark
1962-01-27,New Zealand,South Island,Splashing ,"Left hand injured: gash on back of hand, toothmarks on palm",N,
1962-02-04,Australia,Queensland,Swimming,Shin bitten,N,
1962-02-05,South Africa,Kwazulu-Natal,Treading water,"FATAL, tissue removed from thigh, femoral artery severed ",Y,White Shark
1962-02-07,South Africa,Kwazulu-Natal,Swimming,"FATAL, calf bitten twice",Y,
1962-02-15,Australia,Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,Middle finger of right hand lacerated,N,
1962-02-18,New Zealand,Southland,Swimming,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,
1962-02-23,Papua New Guinea,Central Province,Swimming along a row of nets,Torso lacerated,N,
1962-03-24,Papua New Guinea,Madang,Swimming,"FATAL, calf bitten, other leg severed below knee",Y,Whaler Shark
1962-03-25,Australia,New South Wales,Fishing & spearfishing,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,Whaler Shark
1962-03-25,New Zealand,"Off The Coromandel Peninsula, North Island",,Left foot bitten by hooked shark PROVOKED INCIDENT,N,
1962-04-05,South Africa,Eastern Cape Province,Fishing,Hooked shark bit boat PROVOKED INCIDENT,N,
1962-04-07,South Africa,Kwazulu-Natal,Wading,Left ankle & foot bitten,N,Zambesi Shark
1962-04-09,Mozambique,Gaza,Swimming,"Leg bitten, surgically amputated at knee",N,
1962-04-20,Australia,Queensland,Fishing,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,Whaler Shark
1962-05-12,Usa,California,25-foot cabin cruiser Happy Jack sank in heavy seas,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,
1962-05-29,Usa,Florida,,Bitten on leg or ankle,N,
1962-06-03,Usa,Florida,Free diving,Left foot bitten,N,
1962-06-04,Usa,California,"Scuba diving, attempting to catch a captive shark",Right forearm bitten PROVOKED INCIDENT,N,
1962-06-07,Australia,Western Australia,Fishing,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,
1962-06-10,Papua New Guinea,Madang Province,Washing,"FATAL, chest & leg bitten ",Y,Whaler Shark
1962-06-10,Usa,South Carolina,Standing,Thigh bitten,N,
1962-06-11,Usa,California,Escaping from Alacatraz,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,
1962-06-11,Usa,California,Escaping from Alacatraz,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,
1962-06-11,Usa,California,Escaping from Alacatraz,2 toes bitten off ,N,
1962-06-17,Usa,Florida,Rolled off raft,"8"" laceration on left calf",N,
1962-06-21,South Africa,Western Cape Province,"On a ""shark hunt""","No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,
1962-06-25,Usa,Florida,U.S. Airforce crewman reported missing after bailing out of jet,FATAL,,
1962-07-07,Usa,Georgia,Dived from inner-tube,Laceration on hand,N,
1962-07-10,Usa,Georgia,Playing in surf with his child  (9),"Cuts on fingers, hand & wrist",N,
1962-07-19,Usa,California,Fishing for albacore,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,Blue Shark
1962-07-20,Madagascar,,Finning the shark,Right calf lacerated by boated shark PROVOKED INCIDENT,N,
1962-07-28,Usa,South Carolina,Standing,Lacerations on left foot & hand,N,
1962-08-01,Papua New Guinea,"New Ireland Province, Bismarck Archipelago",Spearfishing,"FATAL, right thigh severely bitten, right ankle lacerated ",Y,
1962-08-12,Usa,New Jersey,Standing,Left thigh & hand bitten,N,
1962-08-19,Usa,Texas,Surf fishing in waist-deep water,"FATAL, lower right leg bitten",Y,
1962-08-23,South Africa,Western Cape Province,Fishing,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,
1962-08-26,Usa,Florida,,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,
1962-08-29,Usa,California,Diving for abalone,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,
1962-08-30,Papua New Guinea,Northern District,Fishing,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Colored Shark
1962-08-30,Turkey,Antalya Province,,No injury ,N,
1962-08-31,Israel,Sharon,Fishing,"Details unknown, possibly a PROVOKED INCIDENT",,
1962-09-02,Italy,Tyrrhenian Sea,Spearfishing with Scuba gear,"FATAL, multiple injuries to both legs  ",Y,White Shark
1962-09-13,South Atlantic Ocean,Off Coast Of West Africa,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.","FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,
1962-09-22,Mexico,Veracruz,Swimming,"Left arm severely bitten, surgically amputated",N,
1962-09-30,British West Indies,Grand Turk Island,Spearfishing,Left thigh & hand & speargun bitten,N,Blacktip Shark
1962-10-06,Usa,California,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,,
1962-10-14,Australia,South Australia,Adrift after wave swamped engine,"No injury to occupant, shark ""nibbled"" at boat",N,Nurse Shark
1962-10-15,Admiralty Islands,Manus Island,,Facial lacerations,N,
1962-10-25,Mexico,Veracruz,Wading,"FATAL, both legs bitten  ",Y,
1962-10-28,South Africa,Kwazulu-Natal,Spearfishing,Arm lacerated (minor injury),N,
1962-11-10,Australia,New South Wales,Fishing,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,
1962-11-11,Usa,California,Spearfishing / Scuba diving (at surface),"Arm, hand, buttock, leg and thigh bitten",N,White Shark
1962-11-29,Australia,New South Wales,"Spearfishing, Scuba diving","No injury, shark bit spear & dragged diver 90'",N,
1962-12-09,Australia,South Australia,Spearfishing,"FATAL, right leg bitten thigh to calf  ",Y,White Shark
1962-12-30,South Africa,Kwazulu-Natal,Scuba diving,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,Dusky Shark
1963-01-04,Australia,South Australia,Shark fishing,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,White Shark
1963-01-06,South Africa,Kwazulu-Natal,Spearfishing,Lacerations to right  arm,N,Zambesi Shark
1963-01-11,South Africa,Kwazulu-Natal,"Free diving, hunting crayfish",Lacerations & punctures on left  forearm,N,
1963-01-12,South Africa,Eastern Cape Province,Fishing,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,
1963-01-14,New Zealand,North Island,Fishing,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,Nurse Shark
1963-01-22,South Africa,Western Cape Province,Fishing ,"No injury to occupant, shark leapt inside boat",N,Lb Shark
1963-01-26,Australia,New South Wales,Swimming,"9' shark in area when he disappeared, body not recovered",,
1963-01-28,Australia,New South Wales,Wading,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,Bull Shark
1963-01-30,Fiji,,Freediving,Hand & arm severely lacerated,N,
1963-02-04,Usa,Florida,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,,
1963-02-06,Mauritius,Rodrigues,,Laceration to right forearm,N,
1963-02-08,Fiji,Lomaiviti  Island Group,Spearfishing,Left arm bitten,N,White Shark
1963-02-24,Australia,New South Wales,Spearfishing,Left leg lacerated,N,Whaler Shark
1963-02-27,Papua New Guinea,New Ireland Province,Swimming,Right shoulder bitten,N,
1963-03-30,Solomon Islands,Bougainville (North Solomons),The 500-ton coastal trader Polurrian foundered ,FATAL,Y,
1963-04-08,Usa,Hawaii,Washed into sea while picking opihi,"May have drowned prior to shark involvement, partial remains recovered",,
1963-04-12,Usa,Hawaii,Surfing ,Left foot & leg bitten,N,
1963-04-13,Australia,Western Australia,"Surfing on ""chest board"" (boogie board?)",Arm bitten,N,
1963-04-17,South Africa,Kwazulu-Natal,Swimming,Buttock bitten,N,
1963-04-20,Usa,Us Virgin Islands,Swimming,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,Galapagos Shark
1963-04-22,Australia,New South Wales,Fishing,Foot lacerated by netted shark PROVOKED INCIDENT,N,Nurse Shark
1963-05-14,Philippines,Luzon Island,"Boat, with 42 passengers onboard, capsized in rough seas","Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,
1963-05-18,Usa,California,Swimming,3 lacerations below right knee,,
1963-06-01,Papua New Guinea,Central Province,Fishing,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,
1963-06-01,Greece,Thessaly,Swimming,FATAL,Y,White Shark
1963-07-10,Jamaica,,63' fishing boat Sno' Bay foundered,No survivors & a body sighted could not be recovered because of sharks,Y,
1963-07-11,Usa,Mississippi,"Fishing, on charter boat Silver Dollar","Cuts on right hand, PROVOKED INCIDENT",N,
1963-07-15,Usa,Florida,Bathing,"Left forearm bitten, surgically amputated?",N,
1963-07-28,Federated States Of Micronesia,Eastern Caroline Islands,Spearfishing,Upper left arm bitten,N,Tiger Shark
1963-09-10,Usa,Florida,"Spearfishing, pulled shark�s tail",Minor injury to left forearm  PROVOKED INCIDENT,N,Nurse Shark
1963-09-13,Australia,New South Wales,Surfing,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,
1963-09-22,Solomon Islands,Ysabel Island,Spearing fish,"FATAL, right thigh, calf & foot bitten ",Y,
1963-09-26,Usa,Florida,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,,
1963-09-29,Chile,,Spearfishing / free diving,FATAL,Y,White Shark
1963-10-15,North Pacific Ocean,,Fishing for sharks,"Right hand lacerated, PROVOKED INCIDENT",N,
1963-10-16,Usa,Florida,"Surf fishing, wading ","Right thigh &  foot bruised, right calf  lacerated",N,Lb Shark
1963-11-04,Palau,Western Caroline Islands,Fishing,Left calf lacerated,N,
1963-11-05,Papua New Guinea,New Britain,Wading,Thigh lacerated ,N,
1963-11-12,Usa,Florida,Testing anti-shark cage,No injury PROVOKED INCIDENT,N,Silky Shark
1963-11-14,Australia,Queensland,Catching sharks under government contract,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,White Shark
1963-11-16,Italy,Sicily,Spearfishing,No injury,N,
1963-11-25,Fiji,Vita Levu,Spearing fish,Ankle & foot bitten,N,
1963-11-28,Fiji,Lau Province,Fishing,Elbow bitten,N,Tiger Shark
1963-11-30,New Zealand,South Island,Treading water while alongside capsized yacht,Hand & lower leg severely injured,N,Gill Shark
1963-11-30,Papua New Guinea,Gulf Province,Fishing / standing in waist deep water,Left arm lacerated  PROVOKED INCIDENT,N,Tiger Shark
1963-12-04,New Britain,"South Coast, East New Britain",Spearfishing,"FATAL, leg severely bitten",Y,Tiger Shark
1963-12-08,Australia,South Australia,Spearfishing,Torso & hand lacerated,N,White Shark
1963-12-20,South Africa,Kwazulu-Natal,Splashing in surf,"FATAL, arm severed, leg bitten",Y,Zambesi Shark
1963-12-20,South Africa,Western Cape Province,Spearfishing,Foot lacerated,N,White Shark
1963-12-21,Australia,New South Wales,Fishing,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,Wobbegong Shark
1963-12-22,South Africa,Kwazulu-Natal,Helping friend land hooked shark,Foot lacerated  PROVOKED INCIDENT,N,Dusky Shark
1963-12-22,Atlantic Ocean,Between Southampton & Canary Islands,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished","One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",,
1963-12-25,South Africa,Eastern Cape Province,Swimming,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,
1963-12-26,Australia,Queensland,Sitting on gunwale of boat,"No injury, shark's tail struck his armpit",N,Lb Shark
1963-12-26,South Africa,Kwazulu-Natal,Swimming ,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,
1963-12-29,South Africa,Kwazulu-Natal,Standing,"Right hand & foot severed, thigh & buttock lacerated",N,Zambesi Shark
1964-01-01,South Africa,Western Cape Province,Diving for sinkers,Lacerations and puncture wounds in right arm ,N,
1964-01-04,Fiji,"Lomaloma, Lau",Swimming,Deep lacerations to her right thigh,N,
1964-01-06,Papua New Guinea,New Britain,Fishing,FATAL,Y,Tiger Shark
1964-01-11,Usa,California,Spearfishing / Scuba diving (at surface),Leg & thigh bitten,N,White Shark
1964-01-18,Australia,Western Australia,Freediving,Arm lacerated,N,
1964-01-21,South Africa,Western Cape Province,Shark watching,"No injury to occupants, shark holed  boat",N,White Shark
1964-01-22,South Africa,Eastern Cape Province,Standing,Heel bitten,N,
1964-01-23,South Africa,Eastern Cape Province,Body surfing,Heel & ankle bitten,N,
1964-01-27,Fiji,,Spearfishing,FATAL,Y,
1964-02-01,New Zealand,South Island,Rowing,"No injury to occupants , shark nudged oars",N,
1964-02-02,Australia,Queensland,Swimming,Body not recovered  / May have drowned prior to shark involvement,,
1964-02-05,New Zealand,South Island,Swimming,"FATAL, both legs bitten & right leg severed at knee ",Y,White Shark
1964-02-05,New Zealand,North Island,Lying in 2 feet of water,Right leg & shoulder lacerated,N,Sand Shark
1964-02-10,New Zealand,North Island,Spearfishing,"No injury to diver, shark bit speargun",N,White Shark
1964-02-11,New Zealand,North Island,preparing to go skin diving,Hand lacerated,N,
1964-02-14,Fiji,Vanua Levu,Spearfishing,"FATAL, thigh and abdomen bitten ",Y,
1964-02-14,New Caledonia,,Diving for trochus shell,"FATAL, foot & part of other leg severed  ",Y,
1964-02-17,Fiji,,Fishing,Hooked shark bit boat PROVOKED INCIDENT,N,Tiger Shark
1964-03-05,Usa,Florida,Skin diving ,"Minor injury, abdomen abraded when he collided with the shark",N,
1964-03-28,Australia,South Australia,Surfing,Left thigh lacerated,N,
1964-03-28,Papua New Guinea,Central Province,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",Presumed FATAL,Y,
1964-04-07,Papua New Guinea,Madang Province,Fishing,FATAL,Y,
1964-05-08,Fiji,Vita Levu,Spearfishing,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,Tiger Shark
1964-05-30,Panama,Caribbean Coast,Standing,No injury,N,Lemon Shark
1964-06-02,South Africa,Kwazulu-Natal,Swimming,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",,
1964-06-17,Papua New Guinea,New Britain,Fishing,"No injury to occupant, shark lifted canoe's outrigger",N,
1964-06-23,Fiji,Lau Group,Spearfishing,Buttocks bitten,N,
1964-06-24,Usa,California,Fishing,"No injury to occupants, shark crashed through windshield of boat",N,
1964-06-28,Usa,New York,Attempting to swim across the Atlantic Ocean,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",,
1964-06-29,Bermuda,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,
